cluster	priority	recommended_action	volume_band	phrase	frequency_msk_spb	seed	source
NEGATIVE	P0	minus_candidate	low	курсы по ai агентам	59	ai агент	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	ии анализ сотрудников	59	ии сотрудник	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	влияние цифровой трансформации на бизнес	58	цифровая трансформация бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	автоматизация бизнес процессов задачи	58	автоматизация бизнес процессов	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	яндекс ai агенты	58	ai агент	wordstat_extra
HOT_SERVICE	P1	search_keyword_core	low	внедрение искусственного интеллекта в бизнес процессы	57	внедрение искусственного интеллекта	wordstat_existing
INFO	P3	content_or_cpc_minus	low	обезличивание персональных данных изменения	57	обезличивание данных	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	платформа ai агентов	57	ai агент	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	цифровая трансформация бизнеса услуги	56	цифровая трансформация бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	автоматизация продаж компания	56	автоматизация компании	wordstat_existing
AI_SYSTEMS	P1	search_keyword_cluster	low	yandex ai агент	56	ai агент	wordstat_extra
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	создание нейросети для бизнеса	55	нейросети для бизнеса	wordstat_existing
INFO	P3	content_or_cpc_minus	low	основы цифровой трансформации бизнеса	55	цифровая трансформация бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	автоматизация бизнес процессов проект	55	автоматизация бизнес процессов	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	just ai com	55	just ai	wordstat_existing
SECURITY_PRIVACY	P1	keyword_and_ad_message	low	локальные ai агенты	55	ai агент	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	ии помощник для бизнеса	54	ии для бизнеса	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	модель автоматизации бизнес процессов	54	автоматизация бизнес процессов	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	эффективность автоматизации бизнес процессов	54	автоматизация бизнес процессов	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	компания комплексная автоматизация	54	автоматизация компании	wordstat_existing
BRAND_COMPETITOR	P2	separate_competitor_or_audience	low	ai агент claude	54	ai агент	wordstat_extra
INFO	P3	content_or_cpc_minus	low	методы внедрения искусственного интеллекта	53	внедрение искусственного интеллекта	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	цифровая трансформация бизнес процессов предприятия	53	цифровая трансформация бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	цифровая трансформация финансового бизнеса	53	цифровая трансформация бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	корпоративный чат бот	53	корпоративный чат бот	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	разработка связанная с искусственным интеллектом	52	разработка искусственного интеллекта	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	1 автоматизация бизнес процессов	52	автоматизация бизнес процессов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	автоматизация бизнес процессов 1с	52	автоматизация бизнес процессов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизации управления документооборотом	52	автоматизация документооборота	wordstat_existing
NEGATIVE	P0	minus_candidate	low	обучение ии для руководителей	52	ии для руководителя	wordstat_existing
OTHER_REVIEW	P3	manual_review	low	no stress just vibes ai irie fm	52	just ai	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	low	автоматизация систем электронного документооборота	51	автоматизация документооборота	wordstat_existing
INFO	P3	content_or_cpc_minus	low	требования и методы обезличивания персональных данных	51	обезличивание данных	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	low	ии сотрудник года	51	ии сотрудник	wordstat_extra
OTHER_REVIEW	P3	manual_review	low	компании внедряющие искусственный интеллект	50	внедрить искусственный интеллект	wordstat_existing
